cat,label,review
衣服,0,裤子不合身，邮寄回去接近一个月了没人处理。。。。
酒店,0,1. 特别贵，2天竟然要8802. 卫生差，走廊铺着一条条白布3. 订单确认晚，到店竟然说取消了订单！
平板,1,不错。。。买给家里老人用的，喜欢
手机,1,挺好的
书籍,0,完全不是我想要的书！！！内容一点都不实用。
洗发水,1,京东速度啊！可是实体店才*，东哥你这不给力啊
水果,0,包装可以，不过水果情况如图，重量标1.1kg结果只有0.86    新鲜程度有限，味道正常。
计算机,1,散热很好，开机一天，感觉不到什么热量，同事的惠普已经在烫手了 屏幕上网有个小灯，晚上关灯使用电脑的时候，感觉很好 小黑运行很稳定，没出过什么问题 买了一个月了，没有出现过任何问题，还是相当满意的 京东的送货速度比以前快多了，周一下单，周三到，好像是京东自己的送货员呢，这一点很好
衣服,1,裤子挺好的，质量不错，很满意。卖家发货也快，买了三条还打折了，下次再来。可能手机拍摄问题，看上去颜色浅，但实际和卖家图片差不多的。
洗发水,1,我一直在用这个牌子，但是在京东购买还是第一次，看上去还可以，还没用等用了再追加评论
酒店,0,确定的说有机场巴士，等了半个小时也没有见到，打电话说应该有的，但是为什么没过来她们也不知道，凌晨的浦东机场被忽悠了，排队再等出租，要说没有也不用浪费时间，太不靠谱了
洗发水,0,产品一般，价格太贵，京东快递员和客服人员服务态度越来越差。
水果,1,自从有了京东足不出户也可以买买买，送货速度快，质量有保证，快递小哥态度很nice！赞赞赞！
书籍,1,初次看这本书的时候，是因为看到作者的经历异于常人，而自己骨子里的叛逆思想渐渐浮上心头。买回家来看之后渐渐地融入到了书里，把自己原先的思想一扫而空。这不是一本单单介绍人生经历的书，而是一部展示一个人的心理历程的书。一些想不到的经历，把你的心带到另一个遥远的地方。慢慢地，慢慢地，每个人都成为了《项塔兰》的主人公，在心中留下一个永远的憧憬与向往。
水果,0,一颗星都不想给，三个果，小得要命，街上卖的十块钱三个的都比它大。
水果,0,苹果不甜，24个就12坏的，以后不会在买了
水果,1,买了好多次了 这次已经吃到两个坏的了
平板,1,很好的一次购物，哥买的速度，同事觉得不错，又给同事买了一个
洗发水,0,说实在的，我连1分都不想给，全店活动的时候我买的套装*结果第二天东西还没收到，就发现商品降价*，申请价保被拒绝，理由是商品参加活动？？难道我买的时候不是参加活动的？全店活动不是活动？？天*上购买的东西7天内是可以申请退差价的，不管是不是参加活动。对于这种价格变动随意，不想退差价就随意扯理由的商家我不知道是该怀疑商品有问题还是什么。
水果,0,下单第三天才收到，打开后，两个非常不新鲜而且非常小，其中1个长毛很严重，无法食用
平板,1,有点卡，不过没有太大问题，设个价格已经是非常好了
洗发水,1,非常划算，京东力度太大，不买不行。大家不要错过了，买买买
酒店,1,替朋友订的房间，据说还不错啦，一下回，自己去试试。
水果,0,不好吃，没有苹果味，也烂了几个…
酒店,0,从没见过如此残旧的五星级酒店，电梯、走廊、房间内铺设的地毯，可以用惨不忍睹来形容，电梯内的地毯块边缘起毛破烂，打个不好听的比喻，我们家用来垫狗屋的地毯块看起来都比它干净整齐，房间和走廊上的地毯给人感觉至少用了十年以上似的；卫生间里的墙面瓷砖一看就是低档得不行的东西，沟缝的白水泥开始出现一个个的小孔洞，象是蚂蚁窝的大门；水龙头和毛巾架铜锈斑驳、颜色可疑，洁具的牌子让人无从考究，倒是放洗澡香皂的香皂盒的牌子清清楚楚地显示是“COTTO”，这是什么等级的东西，相信对建材稍微有点了解的人都知道，卫生间的毛巾品牌不详，但是感觉又干又硬，似乎至少是三岁以上的年纪了，更可怕的是窗帘，上帝啊，我怀疑这酒店的窗帘是从来没有清洗过的，颜色晦涩不堪，我只是拉开并关上两次，洗手时居然肥皂泡就隐隐发黑，我住的是1520房间，似乎里面曾经淹过水，地毯颜色怪异不算，地脚线的木板很明显地不是同一次装上去的。本来这酒店大堂的服务还挺让我满意的，不管是登记还是入住服务员们的微笑都让我很开心，但是房间的服务就有点不知道怎么说好，我是下午四点左右入住的，在房间小睡了一个小时后才出去应酬，结果应酬完九点多回酒店时，赠送的水果已经放在酒吧台上了，而床，我起来时是什么样的，还是那么自然的乱成一团保持在那里，让我顿时象吞吃了个苍蝇似地倒了胃口，好感全消。而门口的保安及门童服务等管理，也是非常糟糕，门前广场是个圆圈，进来的的士在圆圈的任何位置都可以停下来上客下课，小小的入口经常是从各个角度分别停几量车在那里上下客，而酒店方也置之不理，根本没有人维持秩序，酒店门口打车也是一样，没有设置排队廊，大家全站在门口等车，前后左右那么一排开，实在是说不清楚先来后到的，不时有些因打车先后顺序而起的小纠纷！这酒店最大的特色就是销售，房间里随处可见卖东西的价目表和怂恿住可加入他们积分计划的推广牌，连文具和个人用品居然都有销售价目单竖在床头柜上，让我实在不知道这究竟是提供方便呢还是为了将销售最大化。而免费的东西，因为我出差习惯自己带洗漱用品，所以不知道他们的洗漱用品质量如何，但是那一次性拖鞋的质量，咳，难道是义乌小商品城那里购买的吗？啧啧，难得一见啊，赠送的水倒是怡宝的，但是怕吃亏似地加上了酒店的广告。该酒店停车场上来的电梯是在四川宾馆的门口，我入住时上来一出门口就看到登记台，过去登记得差不多完了才知道那是四川宾馆的前台，于是道个歉转过来假日酒店的前台重新办理了登记入住的手续，结果，咳，结果让我非常后悔应该在开始就将错错好了，据成都的朋友说，四川宾馆的硬件条件还略微好过皇冠假日，价格只是皇冠假日的一半而已，两家挨在一起并有门共通，这都是啥和啥呀？我已经是携程的钻石级会员，从来没有任何酒店做过任何评价，此次四川之行，先是在绵阳的富乐山九州国际酒店入住，精美得让我叹为观止，舒服得不行，因行程改变在成都临时住了这么一次皇冠假日，同是五星级酒店，让我感觉是从真正的五星级酒店一下子搬到了火车站的招待所，还比真正的五星级酒店多付了一倍的住宿费。赚钱不能就靠搞定些什么评选机构弄到五颗小星星后就那么黑心地赚啊！五星级的大车铺啊，永别了，我是再也不会去了，套用句流行词：赚钱，要厚道些！
书籍,1,收到这本书后，用了一个星期把这本书看了一遍。感觉这是一本介绍搜索引擎入门很好的书，不过还是偏向于理论。看完这本书后，感觉对搜索引擎的结构有了一个大概的了解，当然还是比较初步的。不过，正如许多网友所说的那样，这本书的排版可能是最有争议的地方了。个人感觉，这本书空白的地方太大、太多了，完全可以更加紧凑一些。但是，这并不影响它是一本了解搜索引擎的好书！
水果,0,要吐血了，每次来京东买吃的都是百元包邮。还想在买结果还不包邮收了12元邮费。京东这是要赶走顾客？
手机,0,C6568的最大缺点是没闹钟功能，还要用手表，真是太过于落伍了！！GPRS的速度也不够快！做为一千多的手机，还不如我买的小灵通了.
酒店,1,房间很舒服，服务也很好，价格高了。另外，通过CTRIP订的时候总是很难订到大床的房间，可是自己打电话去前台就可以订到。看来CTRIP和酒店的协议没有做好呀。
计算机,0,为什么商务笔记本却没有摄像头呢？如果开网上会议之类的还得单配摄像头，不知道研发人员怎么考虑的。4芯的电池只能用两个多小时吧，有点不太够呵呵~不知是不是VISTA系统的缘故，开机和关机超级超级慢。
酒店,0,可能是酒店比较旧和天气潮湿的原因，酒店内气味太难闻，离高架桥比较近，噪音很大。
洗发水,0,差评，里面的洗发水都漏出来了！
书籍,0,内容太少了！打折之后也觉得不值！说教的味道太浓！
平板,0,"京东太垃圾了,3天降了400,真是服了!"
衣服,0,质量一般般，感觉不值这个价。
水果,1,十二个，昨晚下单，今天中午收到
计算机,1,性价比非常好的一款，推荐购买！ 自己又添了一根2G的条子，用起来超爽！
计算机,1,装完系统和所有驱动，以及常用软件之后，感觉速度还是挺满意的。 显卡性能没的说，声卡效果也很不错，就是喇叭音质次点儿。 机器运转起来，噪音还好，不是很大。
水果,1,超级好超级好，这个产品非常好，会回购噢，嘻嘻
蒙牛,1,妈妈说多喝蒙牛冠益乳有利于减肥哦
水果,0,为什么不做良心厂家？你服务再好，宣传的噱头再高，你质量不行有什么用？不甜，很难吃
书籍,0,不知道这书是怎么炒起来的，不喜欢，不实用。。。。。。
洗发水,0,物流太慢，等了十几天才到
平板,0,太坑了 说是3G运行 手机到了之后 一看只有2G运行内存 实在是太没有良心了
衣服,1,面料和颜色都不错，挺满意的一次网购
衣服,1,很舒服，很合适，就是赞到不行。
洗发水,1,回购的，挺好用的，没有头皮屑味道清新主要强根健发
洗发水,0,京东的包装什么时候那么垃圾了，糙！差评差评差评
衣服,0,买了不同的两条，价格不一样，竟然给我发一样的
酒店,1,"6月在云南经贸宾馆住了两天豪华房,是淡季. 用了酒店接机服务和早餐. 接机的小姐非常乐心的介绍了昆明和宾馆周围环境.早餐很丰富. 房间很干净. 服务很好. 离市中心很近."
洗发水,1,是真的 超市便宜 经济又实惠 下次还会购买 给个赞 。。。。
衣服,0,第一次上京东差评，衣服衣身合适，但是长的可以当裙子穿，无奈只能去裁缝那里修剪，而且打开一闻，好大的味道，不建议购买
衣服,0,本来买小了换了好久，有条裂缝
衣服,0,物流真垃圾，付过运费为什么到货还要收钱
计算机,1,整机配置均衡，就是内存稍小，京东要是能再送个内存就完美了^_^ 本本外观很漂亮，尤其喜欢它的键盘设计。 LED屏显示效果很好，没有常规屏幕那种发虚的感觉，色彩很真实。
酒店,0,酒店服务差的要死，前台2个人讲话有气无力的，非常不好，
热水器,1,快递挺快的
酒店,0,这家酒店太烂了。特别是服务差的很，简直让人火大。我通过携程预定了早餐，结果被告知从七点钟才开始，那我说我退掉吧，结果告诉我携程订了就不能退。早晨在房间打电话告诉前台查房，结果我到前台后，前台还没打，等到再次说退房时，才磨磨蹭蹭的打电话，结果等了几分钟还是没人查。等签单时才发现自己名字的两个字竟然被搞反了，真搞不懂，我实在是不敢恭维，而且莫名其妙的在我的名字后面竟然出现了另一个人名。建议各位不要入住。至所以给服务打两分，是因为其餐厅给我送了碗姜汤，比较感动，要不然服务肯定的一分。
衣服,1,物流挺快，服务特好，裤子大小合适，面料好
平板,1,买给老人的，大小合适
酒店,0,1、内部装修尚可，但周围环境差，房间小，所以房间价格偏高，不划算。2、双人房间的床只有大约1米宽。感觉很不好，像童床。3、早餐标价竟然56元，而且品种很少。如果房间不包早餐，千万别去，抢钱一样。中餐、午餐均不开，想吃饭，那就顶着太阳往远处找吧。4、最近因为工作原因，跑过很多城市，住过不少酒店，这是偶遇到的惟一一家上网收费的中档酒店（可能是偶孤陋寡闻了）。每天36大元，简直不可理喻。加房费超过400块了，对于这样的房间有点离谱。5、房间空调声音太大，而且效果不好，不是一般的不好。不知道其他房间怎样。6、一个插曲：俺入住时打开房门，过道竟放一铁架，内装一正在运转的压缩机在轰鸣，正好把过道堵上。俺只好把行李放在走廊，电话通知服务员来把它拿走，结果竟然通知了三次、等了10分钟才来人把机器拖走，而且一句道歉的话都没有。7、电视机2-18几乎都是国外频道，日语居多。感觉不爽。补充点评 2007年7月3日 ： 有点笔误：应该是：中餐、晚餐均不开
酒店,0,史上遇到的最恶心最无人性的酒店，没有之一。因为母亲一早要赶国际航班，特地代为预定。在已经交付全款的情况下，母亲深夜到达，用护照入住，竟然被酒店前台以没有身份证不能入住为由赶了出去，最后被迫在机场呆了一整夜。母亲为了不打扰我们休息竟然没有告知我们，早上得知的时候心疼坏了。投诉酒店，酒店竟然狡辩说护照可以入住但空白护照不行，可我母亲的护照上本来就有多个国家的出入境记录！何来的空白之说。想问一下，这家酒店到底有没有良心。为之后的旅客提个醒。
平板,1,用了好几天才评的，主要玩王者，手感不错，还有用联通卡我用三星s7e在室内网络一直跳，m3的话稳定的不行
计算机,0,第一次开机过程中死机，第二次还是死机，不知为什么。 第三次才开机成功。笔记本是没有拆过的。
平板,0,收货时不让验货，屏幕实在太差，现在申请退货都一整天了还没人来取件
手机,0,最差劲的手机
平板,1,说的挺快，东西挺好。
酒店,1,总体感觉还算不错 环境也还算可以 下次有机会可能还来
水果,0,你们这送快递都看不出来哪个是京东，你们不发工作服？害我找半天。
水果,1,每一个都没有瑕疵，确实很好。给一个同事吃“了，同事也觉得好吃。不错不错……
书籍,1,补充一句：书中的图画的清晰易懂，但绝大部分照片、举例都是政治家、社会名流，自然联想到这些身体语言的技巧用在我们一般人身上或一般人的社交场合是否真正实用。建议：还是有选择性的阅读，慎重选用书中的技巧。毕竟中国不是美国，中国人不是美国人，中国人的习惯和美国人不一样，和世界上绝大多数国家不一样。
洗发水,0,抬高价格，放出优惠卷，我是没时间做对比，不然会在你这里买？七片消费者
酒店,0,位置挺好，可服务态度不行。装修的也挺一般的
洗发水,1,京东超市发货快，辛苦快递小哥了，VS大品牌值得信赖的！
计算机,0,光驱开机总有声音还有VISION系统总不适应，装了XP有些健不起作用
手机,0,1，SIM卡上的联系人不能设置来电铃声、来电大头贴、来电群组等功能，不够方便。2、未接电话和已接电话显示区别不明显，如果不仔细对比未接电话和已接电话的小图标颜色，很难知道哪些是未接电话，哪些是已接电话。3，说明书说明简陋，很多功能都没有详细说明，一些功能根本就没有任何说明，比如未接电话和已接电话图标的区别。4、后盖设计不理想，打开费力，打开时总是担心把下面的两个塑料卡扣扳断。
水果,0,没想到京东会发生此类事情！收货地点是江西，京东给发到天津去了！不知道是谁还给货物代签了？    在发货的过程中，我就发现物流发的不对，南辕北辙了，曾联系客服，让他们纠正错误，依旧不给纠正，还按照错误的地点发货？让人怎么相信京东？    不知道为什么？
平板,0,货不对版还是要到实体店比较好。
洗发水,0,我觉得和以前买的不一样了，香味也不一样，觉得有点像假货，大家下次买一定要看好
酒店,0,都很一般，只是近机场，来回方便
酒店,0,酒店设施陈旧，服务态度差
衣服,1,裤子穿起来很漂亮 面料柔软很舒服 很修身
衣服,0,面料很差，跟描述的一点也不一样
书籍,0,"新颖的教学方法,但对于我这种英语白痴来说,任何方法都是无益的!!!"
洗发水,0,第一次收到这么暴力的快递
书籍,0,虽然是老乡的作品，但是从客观上来讲的话，还是有点牵强，虽然作者的经历很丰富文采也不错，但不太喜欢结构和风格，这一次跟风跟错了：（
洗发水,0,感觉不到真货，包装粗糙，像是罐装货，不太敢用?
酒店,0,住过无数个广州的同价位酒店 这间是最烂的一间！第一，房间小的没有地方可以打开我29寸的箱子 第二，房间没有全身镜 第三 男大堂经理态度拽的跟屎一样 我们晚上回来他态度很差的问我们房号还有登记的身份证有没有两个人 我们拿出房卡说两人都有登记他还在不依不饶！跟我们欠了钱一样 回房间后没有打扫没有换毛巾 打电话让他拿 他说他去看 要是有就拿 没有就没得给。第一次住到一家没有毛巾的烂酒店！没有打扫说我们开了什么灯 我们连灯在哪都不知道！房间拥挤无窗 住着感觉很压抑！不会再住 定了五晚 住了两晚 非常认真在考虑要不要去别的酒店住。这家连三百块的公寓式酒店都比不起 烂爆
计算机,0,VISTA太难用，没有驱动光盘，厂家就不能搞一个吗，弄张盘有花不了几毛钱，要以人为本啊
衣服,0,首先一个星期的发货速度已经无法接受了，还有就是你所说的棉质弹力是什么意思，根本一点弹力都没有。更是无法接受的就是蓝色的裤子洗出来水竟然比裤子还要蓝。
酒店,1,"酒店 的 硬件没得说 可以说是一流. 对其 硬件非常的满意 但是他们东北的服务意识真的让我怎么说, 就那样了,.因为东北太干 了加上他们空调的暖气开的较高, 早上我起来流 鼻血了,等我退房 他们前台居然告诉我他们酒店 有加湿器可以使用,天哪 ! 我向他们反映时 没有人和我说有加湿器 等我退房了居然说可以使用加湿器来使人体在干燥的房间里舒服一点!My God! Nothing to say!"
洗发水,0,垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊垃圾，很多土，脏啊
酒店,0,"早餐尚可，就是飞机起飞声音大了一点,不过去机挺方便"
计算机,0,硬盘时常咔咔响，很担心；机器有点沉，使用时底部有些发热；外壳容易留指纹要贴膜；自己装XP很费劲，建议买XP版的。
计算机,1,轻便，而且样子不错，速度也很快，送的内存已经装上了，杀毒软件也用上了，小黑鼠也很喜欢，不错。
平板,1,新货到手，感受一下速度啥的还可以。希望不要让我失望。指望着出货呢。
酒店,1,房间不错，交通也很方便，早餐很丰盛，应该能够满足大部分人的要求，出门左手一直走就是江滨公园，下面就是海鲜城，可以好好品尝一下！
衣服,1,质量很好，面料很好，穿上很舒服
酒店,0,装修风格可以，但是是一楼大厅改装，房间没有窗户，进去就像地下室，所以可以知道肯定是比较潮湿的，及时开了空调，被子感觉还是很潮湿，位置还可以，出门407路直接到美国领事馆门口，比较方便，一晚上没有睡着，因为房间里有文字，设施都还行，被子枕头是羽绒的，电视是sony的，因为我怕潮湿，下次不会选择了。
平板,1,很轻 开机速度很快 看视频十分方便 漂亮
洗发水,1,品牌商品，性价比高，控油效果好，给力。
书籍,1,看这本书前心情还蛮好的，当慢慢进入到悲伤逆流成河当中时，心情也变成了阴天，用了一个晚上看完了这书，书中所写和现实蛮像的，小四把现实写进了小说，在现实生活中不缺少像唐小米那样的人，让人狠的牙痒痒的，女主人翁易遥的故事，让人觉得她真的很可怜，我觉得不好的事情全部找上了她，所以她选择了跳楼自杀。推荐大家去看这部小说，温馨提示：看这小说，你可能会哭，所以旁边准备一些纸巾好拉。
洗发水,0,双十一买的～20收到的～醉了～自营自提就是龟速呀
书籍,1,由于时间关系只能草草的写下。一直很喜欢俞敏洪老师的演讲，最近一直在准备考试，很辛苦，所以特地买了这本书，在自己想要放弃的时候拿出来看看马上会获得很多的动力让我坚持下去。书里面最多的还是提到关于出国的事，我由于条件有限所以暂不考虑，因此还特意买了一本送给我的朋友，她很犹豫是否要出国，希望能帮到她。向大家推荐这本书。任何的成功学书籍都只是一种激励，关键还是靠自己的。
衣服,1,很合身，很舒适，非常感谢店主！
酒店,1,住的是豪华房，面积很大，设施还不错，可能靠马路，有些吵。餐厅的早餐品种很多，价格35元，物有所值。前台的服务很热情，退房后要赶车去上海，行李员一直将行李送到车站，服务让人满意！
计算机,1,带原装包，原装鼠标，送1G三星金条DDR3内存，250G移动硬盘，6799元下手的。
计算机,0,按键不是很舒服的感觉，可能因为小的缘故吧。触摸屏也不是很好用，不过平时都用鼠标了
酒店,0,前台人员态度冷淡。完全无工作热情！
衣服,0,裤子质量很差， 才穿一天就起球。在 这个价格里神坑。
洗发水,0,没有超市的好用，还有一瓶是打开过的，用掉了一些
洗发水,0,挺失望的，小瓶的都洒了！
水果,0,才放了2天就坏了，真不行而且味道不怎么甜
酒店,0,怎么说呢......这也叫三星？比较象招待所，还有，井冈山的东西那可不是一般的贵！！！！！！
洗发水,0,很稀，应该不是正品
酒店,1,"优点：酒店大门外开阔，大堂够宽敞,服务好,离西湖近．不足：刚装修的四个楼层还是有很强的刺激气味，作为５星级标准，房间小了点．宾馆反馈 2008年5月16日 ： 非常抱歉，由于部分楼层于2007年11月-2008年2月进行了装修， 有些房间还些味道。 酒店于3月初装修完工后，除了进行日常通风除味工作以外， 特别请专业公司对新装修楼层的楼道，房间进行了光触媒净化处理。 光触媒是一种无毒无害的健康型净化空气材料，具有极强的杀菌、除臭、防霉、防污自洁、净化空气功能。为酒店提供净化服务的公司也曾经为杭州多家高星级酒店做过空气净化处理，所使用光触媒产品经过质量监督所的严格验证。 尽管我们已采取各种措施使您的休息和健康不受影响，我们仍希望为任何可能因此而带来的不便向您致歉，并真诚期待您的谅解和支持。"
水果,1,大小不一，小的很小。是烟台红富士，口感也挺好。建议不要标注那么大的尺寸，实际一点。
平板,1,东西很不错，只是双十一更便宜，只要999.
酒店,1,很值得推荐的酒店，四星级，价格公道，童叟无欺，四星级的标准，三星级的价格，房间里铺了很不错的地毯，网络很通畅，不像某些酒店谎称“网络中毒”而不让上宽带，连好一点的借口都不会找！
酒店,0,从去年开始，我上广州都住这酒店，开始感觉还不错，地点好，吃住方便，缺点是卫生间太小；后来就越来越差，12月这次尤为不爽：晚上睡觉，隔壁房间客人在洗澡水声特大，那声音就像隔壁在装修；酒店餐厅服务态度极差，可能是我们是拿了住酒店送的早餐券，部长的脸色象欠她钱似的，点了一份最普通的拉肠，等了半个钟头还没上，最后不吃走人；前台的态度也不好，从头到尾没见一个笑容，下次肯定不住这里。
水果,0,买的时候没看，吃的时候发现几乎每个都被有被撞过的痕迹~
平板,0,差评差评差评，只有2G网还退不了
书籍,1,我觉得这是一本很不错的书呢。首先它是基于历史事件的基础上虚构出来的爱情故事。我觉得很是感人。看完这本书，我认识到了之前对于这场上海的历史缺失的知识。如果想要研究历史，但是又觉得纯历史书很闷得话，那么我推荐这本书，在你看故事的同时也可以看看历史。文中叙述了一段很凄美的爱情故事。虽然有点诡异，有点不可思议。可是也是人们心中最想拥有和看到的爱情。这是一本非常值得买的书。
书籍,1,我的英语还算可以，打算买这本书之前就听别人说过这本书挺好的。但还是不放心，就去书店看了一下大概。本来想三本都一起买，但第一本——也就是初级教程——对于我这种英文水平的人来说太过于简单，所以就直接买第二本了。挺好的一本书，大家如果英语基础已经过了四级，甚至过了三级，完全可以从这本书开始学习英语语法，而且里面的内容也非常实用。我很喜欢这本书！
衣服,0,质量差，脱色很严重。有上当受骗的感觉！
书籍,1,我一直相信，关于生存技能的书籍每一个人都应该看一看。一旦遇到突发情况，或许你曾经看过的某个细节就能就一个人甚至是一群人的命。人是脆弱的，离开工具的人在大自然里比一只蚂蚁还脆弱，生存技能在这时显得尤为重要。我希望每一个爱读书的人，都能好好看看这方面的书，推荐给亲朋好友也看一看，让每一个人在生命受到威胁时都能做出正确的选择。
水果,1,喜欢的要求太高冷不是我想要我想要我想要我想要我想要一个月才能他们说我们汤
酒店,1,"我5月2号预定的是豪华商务房,可是11号到了酒店却说给我预定的是双人房,不知道是咋搞的.房间不是很大,不过还是满干净的啦.其他的都还可以,晚上睡觉外面比较吵,宾馆反馈 2008年5月16日 ： 尊敬的宾客,感谢您的点评.酒店豪华商务房分大床和双床两种,我们将立即与携程网联系,做好预订客户的房型确认,避免此类差错的发生.同时我们也欢迎您能再次光临!"
计算机,1,性能　不错哈，回来就分区了，分了5个区，慢慢享用啦，，白色再配个绿色的内胆包，酷死了，总体来说不错哈，电池时间超长，我最喜欢
计算机,1,呵呵，收到电脑之后首先重装XP，四个小时的时间，记住一定要先在主板BIOS里面把sata关掉就可以了，安装xp以后也还是要关闭状态，否则xp进不去。之
洗发水,1,很好，很滑，五分好评味道很香，
衣服,0,掉绒，垃圾货，垃圾的快递
平板,1,这款质量很好，屏幕也清晰，又能打电话，适合老人家用，物流也快，好评
洗发水,1,之前一直用清扬这个的，就是每次用掉头发，就给换成别的了。用别的洗了头发太干太干了，现在又换回来了，最近再洗头发也没发现掉头发的情况，头发也变得不那么干了，看来还得用清扬。
平板,1,王者荣耀运行流畅。
酒店,0,"很不好的酒店,不懂为何有些评价会说不错,1. 酒店很旧,房间霉味非常重,跟前台抱怨,前台居然说每间都这样,说到发火,才调整房间,但是只是情况稍微好点,依然是一股霉味2. 房间设施不好,空调吹到午夜,突然就失去功能,一点都不冷,闷了一晚上,让人睡不好3. 饭店的下层是办公楼,电梯共用,速度又很慢,很浪费时间4. 停车场的保安很差,下雨天也不愿开栅栏,让车可以靠近酒店的门口,直到我们开口骂人才开,服务很差"
酒店,1,经常出差在外，住了很多酒店，无锡木棉花真的不错，前台的接待服务员都很平易近人，尤其是秦经理，让客人有种回家的感觉。宾馆反馈 2008年8月12日 ： 相信有了您的认同和肯定，我们的服务会更上一层楼，代转秦小姐对您的谢意，酒店全体员工期待你早日回家！！呵呵！！
手机,0,1、机身存储空间偏小；2、摄像头成像效果严重偏暗；3、QWERTY键盘按键偏小，手感欠佳。
水果,1,最近吃的水果都是京东的，很鲜很好吃，关键服务杠杠的。。
手机,1,专为女性设计的靓丽外观，机身做工较好，内置多种实用程序如：英语900句、健康宝典、星座物语等，内置FM收音机.
计算机,1,国际品牌，设计紧密，手感也不错，速度也很快，电池使用时间在5-6个小时，特别是我问了维修站，2009年1月出厂的机器都是保修2年了，电池1年。
酒店,1,去了一看横幅和携程一个价！房间比较旧，不过总体来说感觉还可以！尤其值得一提的是餐厅的食物味道不错！周围酒吧比较密集！购物和交通也比较方便！
水果,1,非常好，感谢京东，快递也给力，谢谢！
平板,1,支持国产，支持华为，华为平板电脑，不错的选择！使用反应灵敏，外观时尚！系统稳定！
平板,1,喜欢京东的理由就是快，发货快，送货快，宝贝收到了！正在安装，给孩子做作业用，希望不要让我失望！
水果,1,很好吃的，也很快就到了，也很便宜，
平板,0,很遗憾包装很不好，感觉有人拆开过！希望手机是正品的。
计算机,1,拿到后初步使用1G的内存跑起来稍稍慢些，很安静，像关机一样，键盘手感超好。
酒店,0,房间有蟑螂，潮湿，霉味，空调不干净，无线不好用，噩梦的一晚上
洗发水,0,买了没几天就掉价，心里落差很大……自营也就那么回事吧
水果,0,六个火龙果烂了两个！！！果特别小，绝对上当了。
衣服,0,物流慢，质量好不好，穿了2次，拉链就坏了！
衣服,0,图片实物完全不符，布料太差了，很不满意的一次购物，，
洗发水,1,滋源洗发水里面就这个适合我，用过一瓶了。
酒店,0,卫生间居然有小强～玻璃窗隔音效果不好。
平板,0,大小符合想象，充电超级慢，下午5点到货，新机54%的电，用两小时到7点省19%，冲两个小时到9点10分是64%的电，也太慢点了吧，不知道是不是只有我的机子是这种情况，我也是醉了
平板,1,嗯这个品牌速度很快，啊，屏幕分辨率也不错，啊，很满意
酒店,1,酒店的位置不错，而且在一片五星级酒店之中（中州皇冠、索菲特，还有中州快捷等），对面就是省政府、省公安厅，旁边旅游局办事处订机票、火车票都极其方便。说了这么多就是觉得酒店房间作为商务用来说稍微挤了一些。
平板,0,边框有明显凸点，电池盖有划痕，上下两段与电池盖有缝，而且不平整，上下两端高出电池盖。感觉像没装好。
酒店,0,不错，性价比高。离机场又近。
水果,0,这火龙果不知道是太熟还是本来就有压过，反正收到货后，第二天就开始果皮外面有发霉的，淤青的，第三天就烂到流水出来，完全就是不能吃。简直就是浪费我的钱，而且还那么贵，这摆明就是坑的。快递员叫我收到货后检查一下，当时看上去是没问题的，但是一天后，变化居然这么大，叫人怎么吃啊！难道还要退货吗？都已经烂到出水，我都不知道怎么快递回去！！！
平板,0,拍照模糊，手机分辨率很低，看视频什么的一点都不清楚，还真是垃圾，劝大家不要买
酒店,0,不是很好 比较老
洗发水,1,第一购买，沙宣护发套装，瓶盖打开看了一下很香又好闻，值得拥有。物流很快。
酒店,1,赞。因为这个价格在徐家汇是很划算的咯。对面就是商场。旁边吃饭一条街，天钥桥路。靠近地铁。房间一般了，喜欢里面的沙发。感觉温馨！服务也不错，如果来玩住这里就是很好了。商务出行，就是比较方便！缺点：款待收费。
酒店,0,房间设备比较陈旧，没五星标准客人非常不满意
衣服,0,裤子缝合的地方不牢开线了，没有做好质检把控。裤子缝合的地方不牢开线了，没有做好质检把控。裤子缝合的地方不牢开线了，没有做好质检把控。裤子缝合的地方不牢开线了，没有做好质检把控。裤子缝合的地方不牢开线了，没有做好质检把控。
衣服,0,苦苦等了一个星期才送到，结果还是件烂的！里面那层没有缝上！！！愤怒！！！！！！！
